Rank,Name,Country,Sales,Profit,Assets,Market_Value,Link
1846,Banque Cantonale Vaudoise,Switzerland,$1.21 B,$414.2 M,$61.41 B,$7.44 B,https://www.forbes.com/companies/banque-cantonale-vaudoise/?list=global2000
1848,Amadeus IT Group,Spain,$3.16 B,$-148.3 M,$12.89 B,$28.66 B,https://www.forbes.com/companies/amadeus-it-group/?list=global2000
1849,Bank of Lanzhou,China,$2.46 B,$216.3 M,$61.33 B,$4.76 B,https://www.forbes.com/companies/bank-of-lanzhou/?list=global2000
1850,Digital China Group,China,$18.96 B,$36.9 M,$6.12 B,$1.42 B,https://www.forbes.com/companies/digital-china-group/?list=global2000
1850,Korean Air,South Korea,$7.87 B,$489.8 M,$22.44 B,$8.81 B,https://www.forbes.com/companies/korean-air/?list=global2000
1850,San-In Godo Bank,Japan,$806 M,$132.9 M,$60.81 B,$793 M,https://www.forbes.com/companies/san-in-godo-bank/?list=global2000
1853,CPFL Energia,Brazil,$7.27 B,$879.9 M,$11.87 B,$8.47 B,https://www.forbes.com/companies/cpfl-energia/?list=global2000
1854,Airports of Thailand,Thailand,$226 M,$-535.7 M,$5.55 B,$28.51 B,https://www.forbes.com/companies/airports-of-thailand/?list=global2000
1855,Nanto Bank,Japan,$667 M,$115.3 M,$60.19 B,$509 M,https://www.forbes.com/companies/nanto-bank/?list=global2000
1856,Toho Bank,Japan,$525 M,$-12.2 M,$60.11 B,$398 M,https://www.forbes.com/companies/toho-bank/?list=global2000
1856,Veeva Systems,United States,$1.85 B,$427.4 M,$3.82 B,$28.4 B,https://www.forbes.com/companies/veeva-systems/?list=global2000
1858,Aier Eye Hospital Group,China,$2.29 B,$335.1 M,$3.38 B,$28.38 B,https://www.forbes.com/companies/aier-eye-hospital-group/?list=global2000
1859,Keiyo Bank,Japan,$583 M,$95.7 M,$59.85 B,$493 M,https://www.forbes.com/companies/keiyo-bank/?list=global2000
1860,Abrdn,United Kingdom,$2.56 B,$1.37 B,$15.46 B,$6.38 B,https://www.forbes.com/companies/abrdn/?list=global2000
1860,Kyndryl Holdings,United States,$18.66 B,$-2.32 B,$13.21 B,$2.65 B,https://www.forbes.com/companies/kyndryl-holdings/?list=global2000
1860,Qurate Retail Group,United States,$14.04 B,$340 M,$16.25 B,$1.58 B,https://www.forbes.com/companies/qurate-retail-group/?list=global2000
1863,Cosco Shipping Development,China,$5.42 B,$942.4 M,$20.81 B,$2.69 B,https://www.forbes.com/companies/cosco-shipping-development/?list=global2000
1863,Huaibei Mining Holdings,China,$9.98 B,$741.2 M,$11.53 B,$5.66 B,https://www.forbes.com/companies/huaibei-mining-holdings/?list=global2000
1863,Inventec,Taiwan,$18.61 B,$234.1 M,$8.95 B,$3.08 B,https://www.forbes.com/companies/inventec/?list=global2000
1866,Hanwa,Japan,$18.58 B,$368.8 M,$9.63 B,$995 M,https://www.forbes.com/companies/hanwa/?list=global2000
1866,PT Saratoga Investama Sedaya,Indonesia,$123 M,$1.74 B,$4.29 B,$3.38 B,https://www.forbes.com/companies/pt-saratoga-investama-sedaya/?list=global2000
1866,Saputo,Canada,$11.58 B,$271.3 M,$10.82 B,$10.04 B,https://www.forbes.com/companies/saputo/?list=global2000
1866,Shimizu,Japan,$13.01 B,$414 M,$17.17 B,$4.2 B,https://www.forbes.com/companies/shimizu/?list=global2000
1870,E-L Financial,Canada,$1.31 B,$919.6 M,$21.21 B,$2.57 B,https://www.forbes.com/companies/e-l-financial/?list=global2000
1871,Basler Kantonalbank,Switzerland,$726 M,$132.4 M,$58.68 B,$353 M,https://www.forbes.com/companies/basler-kantonalbank/?list=global2000
1872,Snap-on,United States,$4.67 B,$845.3 M,$6.89 B,$11.88 B,https://www.forbes.com/companies/snap-on/?list=global2000
1873,Luzerner Kantonalbank,Switzerland,$696 M,$241.9 M,$58.54 B,$3.66 B,https://www.forbes.com/companies/luzerner-kantonalbank/?list=global2000
1874,Zhangzhou Pientzehuang Pharmaceutical,China,$1.23 B,$377 M,$1.96 B,$27.54 B,https://www.forbes.com/companies/zhangzhou-pientzehuang-pharmaceutical/?list=global2000
1875,Kinnevik,Sweden,$198 M,$1.72 B,$8.68 B,$5.41 B,https://www.forbes.com/companies/kinnevik/?list=global2000
1875,Vietnam Technological & Commercial Joint Stock Bank,Vietnam,$2.07 B,$787.1 M,$24.95 B,$6.74 B,https://www.forbes.com/companies/vietnam-technological-commercial-joint-stock-bank/?list=global2000
1877,FIBI Holdings,Israel,$1.63 B,$204.3 M,$57.99 B,$1.71 B,https://www.forbes.com/companies/fibi-holdings/?list=global2000
1878,WESCO International,United States,$18.22 B,$465.4 M,$12.62 B,$6.37 B,https://www.forbes.com/companies/wesco-international/?list=global2000
1878,Yunnan Yuntianhua,China,$10.03 B,$734.3 M,$9.34 B,$6.76 B,https://www.forbes.com/companies/yunnan-yuntianhua/?list=global2000
1880,SITC International Holdings,Hong Kong,$3.01 B,$1.16 B,$2.72 B,$8.87 B,https://www.forbes.com/companies/sitc-international-holdings/?list=global2000
1881,Anhui Water Resources Development,China,$11.02 B,$169.9 M,$19.91 B,$1.39 B,https://www.forbes.com/companies/anhui-water-resources-development/?list=global2000
1881,Tokyo Kiraboshi Financial Group,Japan,$830 M,$87.2 M,$56.78 B,$418 M,https://www.forbes.com/companies/tokyo-kiraboshi-financial-group/?list=global2000
1883,Tenneco,United States,$18.04 B,$35 M,$11.62 B,$1.47 B,https://www.forbes.com/companies/tenneco/?list=global2000
1884,PacWest Bancorp,United States,$1.35 B,$566.7 M,$39.25 B,$4.05 B,https://www.forbes.com/companies/pacwest-bancorp/?list=global2000
1885,Bank Of Gansu,China,$2.34 B,$88.3 M,$56.25 B,$1.98 B,https://www.forbes.com/companies/bank-of-gansu/?list=global2000
1886,Barry Callebaut,Switzerland,$8.44 B,$438.9 M,$8.1 B,$12.88 B,https://www.forbes.com/companies/barry-callebaut/?list=global2000
1886,Grupa LOTOS,Poland,$8.58 B,$831.5 M,$6.44 B,$2.99 B,https://www.forbes.com/companies/grupa-lotos/?list=global2000
1888,Yunnan Energy New Material,China,$1.42 B,$498.8 M,$4.4 B,$25.09 B,https://www.forbes.com/companies/yunnan-energy-new-material/?list=global2000
1889,SCA,Sweden,$2.19 B,$710.7 M,$13.06 B,$14.09 B,https://www.forbes.com/companies/sca/?list=global2000
1890,ACWA Power,Saudi Arabia,$1.47 B,$202.3 M,$12.18 B,$26.39 B,https://www.forbes.com/companies/acwa-power/?list=global2000
1891,F&F,South Korea,$635 M,$1.66 B,$2.45 B,$892 M,https://www.forbes.com/companies/ff/?list=global2000
1891,PennyMac Financial Services,United States,$4.29 B,$1 B,$18.78 B,$2.68 B,https://www.forbes.com/companies/pennymac-financial-services/?list=global2000
1893,Aareal Bank,Germany,$1.3 B,$62.6 M,$55.41 B,$2.1 B,https://www.forbes.com/companies/aareal-bank/?list=global2000
1893,Essex Property Trust,United States,$1.44 B,$521.7 M,$13 B,$22.95 B,https://www.forbes.com/companies/essex-property-trust/?list=global2000
1893,Nanjing Iron & Steel,China,$11.69 B,$634.3 M,$9.05 B,$3.46 B,https://www.forbes.com/companies/nanjing-iron-steel/?list=global2000
1893,Samsung SDS,South Korea,$11.9 B,$533.7 M,$8.85 B,$8.71 B,https://www.forbes.com/companies/samsung-sds/?list=global2000
1897,Aozora Bank,Japan,$1.24 B,$323.6 M,$55.38 B,$2.36 B,https://www.forbes.com/companies/aozora-bank/?list=global2000
1898,Electrolux Group,Sweden,$14.63 B,$544.9 M,$12.08 B,$4.2 B,https://www.forbes.com/companies/electrolux-group/?list=global2000
1899,Azrieli Group,Israel,$703 M,$895.3 M,$13.61 B,$10.92 B,https://www.forbes.com/companies/azrieli-group/?list=global2000
1899,Brown & Brown,United States,$3.05 B,$574 M,$9.93 B,$19.18 B,https://www.forbes.com/companies/brown-brown/?list=global2000
1901,Times Property Holdings,China,$6.83 B,$505.5 M,$31.13 B,$721 M,https://www.forbes.com/companies/times-property-holdings/?list=global2000
1902,Gold Fields,South Africa,$4.2 B,$789.3 M,$7.35 B,$12.23 B,https://www.forbes.com/companies/gold-fields/?list=global2000
1903,Commerce Bancshares,United States,$1.42 B,$514.3 M,$34.99 B,$8.66 B,https://www.forbes.com/companies/commerce-bancshares/?list=global2000
1904,TMB Bank,Thailand,$2.47 B,$333 M,$53.81 B,$3.64 B,https://www.forbes.com/companies/tmb-bank/?list=global2000
1905,China Aviation Oil,Singapore,$17.64 B,$40.3 M,$1.54 B,$562 M,https://www.forbes.com/companies/china-aviation-oil/?list=global2000
1906,Nippon Steel Trading,Japan,$17.62 B,$284.7 M,$9.58 B,$1.33 B,https://www.forbes.com/companies/nippon-steel-trading/?list=global2000
1907,Webster Financial,United States,$1.26 B,$406.6 M,$34.99 B,$9 B,https://www.forbes.com/companies/webster-financial/?list=global2000
1908,Novatek Microelectronics Corp.,Taiwan,$4.85 B,$1.39 B,$4.36 B,$8.05 B,https://www.forbes.com/companies/novatek-microelectronics/?list=global2000
1908,Persimmon,United Kingdom,$4.97 B,$1.08 B,$6.49 B,$9.08 B,https://www.forbes.com/companies/persimmon/?list=global2000
1910,Seagen,United States,$1.57 B,$-674.5 M,$3.72 B,$25.23 B,https://www.forbes.com/companies/seagen/?list=global2000
1911,Commercial Metals,United States,$7.87 B,$898.9 M,$5.5 B,$5.12 B,https://www.forbes.com/companies/commercial-metals/?list=global2000
1912,MongoDB,United States,$874 M,$-306.9 M,$2.45 B,$25.07 B,https://www.forbes.com/companies/mongodb/?list=global2000
1913,Bank of Xi'an,China,$2.27 B,$429.6 M,$52.05 B,$2.64 B,https://www.forbes.com/companies/bank-of-xian/?list=global2000
1913,Grifols,Spain,$5.83 B,$216 M,$21.96 B,$11.87 B,https://www.forbes.com/companies/grifols/?list=global2000
1915,Murphy USA,United States,$17.36 B,$396.9 M,$4.17 B,$5.92 B,https://www.forbes.com/companies/murphy-usa/?list=global2000
1916,Cencosud,Chile,$14.43 B,$434.8 M,$15.21 B,$4.96 B,https://www.forbes.com/companies/cencosud/?list=global2000
1917,Ares Management,United States,$4.31 B,$388.3 M,$21.68 B,$12.94 B,https://www.forbes.com/companies/ares-management/?list=global2000
1917,Kiyo Bank,Japan,$705 M,$170.8 M,$51.38 B,$728 M,https://www.forbes.com/companies/kiyo-bank/?list=global2000
1919,Shandong Iron and Steel,China,$17.14 B,$190.4 M,$11.38 B,$2.72 B,https://www.forbes.com/companies/shandong-iron-and-steel/?list=global2000
1920,Parkland,Canada,$17.12 B,$77.4 M,$9.14 B,$4.19 B,https://www.forbes.com/companies/parkland/?list=global2000
1921,Central Bank of India,India,$3.42 B,$-95.8 M,$51.26 B,$2.23 B,https://www.forbes.com/companies/central-bank-of-india/?list=global2000
1922,Galaxy Entertainment,Hong Kong,$1.67 B,$170.6 M,$10.93 B,$24.56 B,https://www.forbes.com/companies/galaxy-entertainment/?list=global2000
1923,Teledyne Technologies,United States,$4.6 B,$445.3 M,$14.43 B,$21.88 B,https://www.forbes.com/companies/teledyne-technologies/?list=global2000
1924,Dexus,Australia,$680 M,$1.12 B,$14.09 B,$8.51 B,https://www.forbes.com/companies/dexus/?list=global2000
1925,Palantir Technologies,United States,$1.54 B,$-520.4 M,$3.25 B,$24.28 B,https://www.forbes.com/companies/palantir-technologies/?list=global2000
1926,Rothschild & Co.,France,$3.4 B,$905.2 M,$20.07 B,$2.96 B,https://www.forbes.com/companies/rothschild-co/?list=global2000
1926,Wintrust Financial,United States,$1.88 B,$440.4 M,$50.25 B,$5.31 B,https://www.forbes.com/companies/wintrust-financial/?list=global2000
1928,CoStar Group,United States,$1.94 B,$292.6 M,$7.26 B,$24.17 B,
1929,Banque Centrale Populaire,Morocco,$2.95 B,$196.2 M,$50.25 B,$5.49 B,https://www.forbes.com/companies/banque-centrale-populaire/?list=global2000
1929,Mr. Cooper Group,United States,$2.9 B,$1.42 B,$14.2 B,$3.35 B,https://www.forbes.com/companies/mr-cooper-group/?list=global2000
1931,Xiamen Xinde,China,$16.82 B,$-23.8 M,$3.39 B,$501 M,https://www.forbes.com/companies/xiamen-xinde-co-ltd-class-a/?list=global2000
1932,Ayala Corp,Philippines,$4.58 B,$563.4 M,$26.5 B,$8.96 B,https://www.forbes.com/companies/ayala/?list=global2000
1932,Shanghai Fosun Pharmaceutical,China,$6.03 B,$734 M,$14.63 B,$10.21 B,https://www.forbes.com/companies/shanghai-fosun-pharmaceutical-group/?list=global2000
1932,Shenzhen Inovance Technology,China,$2.79 B,$531.2 M,$4.25 B,$20.48 B,https://www.forbes.com/companies/shenzhen-inovance-technology/?list=global2000
1935,Genmab,Denmark,$1.35 B,$478.1 M,$3.77 B,$24.07 B,https://www.forbes.com/companies/genmab/?list=global2000
1936,Ansys,United States,$1.91 B,$454.6 M,$6.32 B,$24.06 B,https://www.forbes.com/companies/ansys/?list=global2000
1937,TMX Group,Canada,$825 M,$270 M,$50.03 B,$5.57 B,https://www.forbes.com/companies/tmx-group/?list=global2000
1938,Gap,United States,$16.67 B,$256 M,$12.76 B,$4.33 B,https://www.forbes.com/companies/gap/?list=global2000
1939,Hyakujushi Bank,Japan,$652 M,$94.6 M,$49.45 B,$383 M,https://www.forbes.com/companies/hyakujushi-bank/?list=global2000
1940,ASM International,Netherlands,$2.15 B,$597.8 M,$3.33 B,$16.59 B,https://www.forbes.com/companies/asm-international/?list=global2000
1940,Tokyu Fudosan,Japan,$8.64 B,$357 M,$23.04 B,$3.79 B,https://www.forbes.com/companies/tokyu-fudosan/?list=global2000
1942,Albemarle,United States,$3.33 B,$123.7 M,$10.97 B,$23.5 B,https://www.forbes.com/companies/albemarle/?list=global2000
1943,Bradespar,Brazil,$0 M,$1.5 B,$1.36 B,$2.43 B,https://www.forbes.com/companies/bradespar/?list=global2000
1944,Aristocrat Leisure,Australia,$3.56 B,$616 M,$6.26 B,$15.82 B,https://www.forbes.com/companies/aristocrat-leisure/?list=global2000
1945,Hainan Airlines Holding,China,$5.63 B,$-7.96 B,$33.03 B,$8.76 B,https://www.forbes.com/companies/hainan-airlines-holding/?list=global2000
1945,Metropolitan Bank & Trust,Philippines,$2.34 B,$449.5 M,$49.11 B,$4.76 B,https://www.forbes.com/companies/metropolitan-bank-trust/?list=global2000
1947,Robert Half International,United States,$6.46 B,$598.6 M,$2.95 B,$12.45 B,https://www.forbes.com/companies/robert-half-international/?list=global2000
1948,Shanghai Yuyuan Tourist Mart,China,$7.53 B,$598.6 M,$20.63 B,$5.8 B,https://www.forbes.com/companies/shanghai-yuyuan-tourist-mart/?list=global2000
1949,Bread Financial Holdings,United States,$3.65 B,$801 M,$22.26 B,$2.77 B,https://www.forbes.com/companies/bread-financial-holdings/?list=global2000
1949,Healthpeak Properties,United States,$1.9 B,$504.8 M,$15.26 B,$18.59 B,https://www.forbes.com/companies/healthpeak-properties/?list=global2000
1949,Steris,Ireland,$4.25 B,$280.5 M,$11.69 B,$23.38 B,https://www.forbes.com/companies/steris/?list=global2000
1949,Yamada Denki,Japan,$15.13 B,$514.9 M,$11.57 B,$2.47 B,https://www.forbes.com/companies/yamada-denki/?list=global2000
1953,XPO,United States,$16.44 B,$340 M,$8.71 B,$6.4 B,
1954,Hera,Italy,$12.48 B,$394.2 M,$16.22 B,$5.68 B,https://www.forbes.com/companies/hera/?list=global2000
1954,Intco Medical Technology,China,$2.84 B,$1.47 B,$3.15 B,$3.33 B,https://www.forbes.com/companies/intco-medical-technology/?list=global2000
1956,ADNOC Drilling,United Arab Emirates,$2.27 B,$603.9 M,$5.1 B,$16.18 B,https://www.forbes.com/companies/adnoc-drilling/?list=global2000
1956,Hokkoku Financial Holdings,Japan,$700 M,$53.5 M,$48.35 B,$677 M,https://www.forbes.com/companies/hokkoku-financial-holdings/?list=global2000
1956,Shenzhou International Group Holdings,Hong Kong,$3.7 B,$522 M,$6.61 B,$20.58 B,https://www.forbes.com/companies/shenzhou-international-group-holdings/?list=global2000
1959,Far Eastern New Century,Taiwan,$8.55 B,$346.7 M,$22.96 B,$5.55 B,https://www.forbes.com/companies/far-eastern-new-century/?list=global2000
1959,Farfetch,United Kingdom,$2.26 B,$1.47 B,$3.83 B,$4.39 B,https://www.forbes.com/companies/farfetch/?list=global2000
1959,Huali Industrial Group,China,$2.71 B,$429.2 M,$2.54 B,$23.04 B,https://www.forbes.com/companies/huali-industrial-group/?list=global2000
1959,Jindal Steel & Power,India,$6.58 B,$1.01 B,$10.14 B,$7.16 B,https://www.forbes.com/companies/jindal-steel-power/?list=global2000
1963,Mashreq Bank,United Arab Emirates,$2.54 B,$272.8 M,$48.2 B,$4.18 B,https://www.forbes.com/companies/mashreq-bank/?list=global2000
1964,Zall Smart Commerce Group,China,$16.21 B,$-179.2 M,$9.3 B,$698 M,https://www.forbes.com/companies/zall-smart-commerce-group/?list=global2000
1965,FCC,Spain,$7.87 B,$685.8 M,$16.2 B,$5.07 B,https://www.forbes.com/companies/fcc/?list=global2000
1965,VEON,Netherlands,$8.11 B,$674 M,$15.92 B,$1.04 B,https://www.forbes.com/companies/veon/?list=global2000
1967,AviChina Industry & Technology,China,$9.33 B,$367.3 M,$21.01 B,$4.08 B,https://www.forbes.com/companies/avichina-industry-technology-co-ltd-class-h/?list=global2000
1967,Masco,United States,$8.38 B,$406 M,$5.58 B,$12.05 B,https://www.forbes.com/companies/masco/?list=global2000
1967,Weihai City Commercial Bank,China,$1.38 B,$587 M,$32.96 B,$2.46 B,https://www.forbes.com/companies/weihai-city-commercial-bank/?list=global2000
1970,Cadence Bank,United States,$1.25 B,$195.2 M,$47.67 B,$4.89 B,https://www.forbes.com/companies/cadence-bank/?list=global2000
1970,Yamato Holdings,Japan,$16.13 B,$433.3 M,$10.38 B,$6.93 B,https://www.forbes.com/companies/yamato-holdings/?list=global2000
1972,Musashino Bank,Japan,$535 M,$82.2 M,$47.63 B,$465 M,https://www.forbes.com/companies/musashino-bank/?list=global2000
1972,Pinnacle Bank,United States,$1.32 B,$531 M,$39.4 B,$6.26 B,https://www.forbes.com/companies/pinnacle-bank/?list=global2000
1974,Jinshang Bank,China,$1.92 B,$261.3 M,$47.6 B,$1.05 B,https://www.forbes.com/companies/jinshang-bank/?list=global2000
1974,Seiko Epson,Japan,$10.24 B,$656.6 M,$10.46 B,$4.83 B,https://www.forbes.com/companies/seiko-epson/?list=global2000
1976,Ampol,Australia,$16.08 B,$420.3 M,$6.44 B,$5.68 B,https://www.forbes.com/companies/ampol/?list=global2000
1976,JB Financial Group,South Korea,$2 B,$426 M,$47.44 B,$1.41 B,https://www.forbes.com/companies/jb-financial-group/?list=global2000
1976,Tapestry,United States,$6.51 B,$836.3 M,$7.93 B,$8.7 B,https://www.forbes.com/companies/tapestry/?list=global2000
1979,Logitech International,Switzerland,$5.79 B,$761.6 M,$4.16 B,$11.01 B,https://www.forbes.com/companies/logitech-international/?list=global2000
1980,Fertiglobe,United Arab Emirates,$3.31 B,$702.7 M,$5.17 B,$12.77 B,https://www.forbes.com/companies/fertiglobe/?list=global2000
1980,WT Microelectronics,Taiwan,$16.04 B,$283.7 M,$6.27 B,$1.98 B,https://www.forbes.com/companies/wt-microelectronics/?list=global2000
1982,Group 1 Automotive,United States,$13.71 B,$533.6 M,$5.75 B,$2.86 B,https://www.forbes.com/companies/group-1-automotive/?list=global2000
1983,Unity Software,United States,$1.11 B,$-532.6 M,$4.84 B,$22.41 B,https://www.forbes.com/companies/unity-software/?list=global2000
1984,China Petroleum Engineering,China,$11.95 B,$160.2 M,$16.49 B,$2.53 B,https://www.forbes.com/companies/china-petroleum-engineering/?list=global2000
1984,Li Auto,China,$4.2 B,$-48.9 M,$9.7 B,$22.39 B,https://www.forbes.com/companies/li-auto/?list=global2000
1986,Swedish Match,Sweden,$2.15 B,$724.2 M,$1.78 B,$12.43 B,https://www.forbes.com/companies/swedish-match/?list=global2000
1986,Twilio,United States,$2.84 B,$-949.9 M,$13 B,$22.29 B,https://www.forbes.com/companies/twilio/?list=global2000
1986,Whitecap Resources,Canada,$1.82 B,$1.42 B,$5.45 B,$5.17 B,https://www.forbes.com/companies/whitecap-resources/?list=global2000
1989,EFG International,Switzerland,$1.79 B,$225.1 M,$46.25 B,$2.32 B,https://www.forbes.com/companies/efg-international/?list=global2000
1989,Grandjoy Holdings Group,China,$6.36 B,$16.7 M,$33.38 B,$2.72 B,https://www.forbes.com/companies/grandjoy-holdings-group/?list=global2000
1991,Kloeckner & Co,Germany,$8.79 B,$731.6 M,$4.46 B,$1.37 B,https://www.forbes.com/companies/kloeckner-co/?list=global2000
1992,Match Group,United States,$2.98 B,$277.7 M,$5.06 B,$22.04 B,https://www.forbes.com/companies/match-group/?list=global2000
1993,Onex,Canada,$336 M,$1.41 B,$12.46 B,$5.25 B,https://www.forbes.com/companies/onex/?list=global2000
1993,Wingtech Technology,China,$7.93 B,$337.7 M,$11.09 B,$12.46 B,https://www.forbes.com/companies/wingtech-technology/?list=global2000
